candidate_id,name,primary_family,primary_title,years_experience,seniority,location,work_authorization,domain,top_skills,education_level,degree_major,last_updated,resume_text
CAND-1144,Jordan Thomas,data_analyst,Senior Data Analyst,5,Mid,"Seattle, WA",No Sponsorship Needed,Logistics,A/B testing;Airflow;BigQuery;Dashboarding;Data modeling;Data visualization;NumPy;Snowflake;Tableau;dbt,Associate,Information Systems,2025-08-22,"Jordan Thomas — Senior Data Analyst
    Location: Seattle, WA
    Summary: Senior Data Analyst with 5 years of experience in Logistics. Strong in A/B testing, Airflow, BigQuery, Dashboarding.

    Experience:
    Stark Systems (Logistics) — Senior Data Analyst
    - Built vector indexes for Healthcare clients, improving key metrics by 20%.
- Built LLM-powered assistants for Media clients, improving key metrics by 35%.
- Designed vector indexes for EdTech clients, improving key metrics by 25%.
- Optimized monitoring alerts for Logistics clients, improving key metrics by 10%.
- Optimized dashboards for Healthcare clients, improving key metrics by 20%.
- Tech: Python, Statistics, Tableau, Dashboarding, Excel.

    Skills: A/B testing, Airflow, BigQuery, Dashboarding, Data modeling, Data visualization, NumPy, Snowflake, Tableau, dbt
    Education: Associate in Information Systems"
CAND-1145,Morgan Anderson,ml_engineer,Applied Scientist,12,Senior,"Dallas, TX",H1B,Healthcare,Azure;CI/CD;Docker;FAISS;FastAPI;Feature engineering;GCP;MLflow;Model deployment;Monitoring;PyTorch;SageMaker;Vertex AI,MS,Computer Science,2026-01-10,"Morgan Anderson — MLOps Engineer
    Location: Dallas, TX
    Summary: MLOps Engineer with 12 years of experience in Healthcare. Strong in Azure, CI/CD, Docker, FAISS.

    Experience:
    Hooli (Healthcare) — MLOps Engineer
    - Built API services for E-commerce clients, improving key metrics by 10%.
- Improved ETL pipelines for Insurance clients, improving key metrics by 25%.
- Delivered LLM-powered assistants for Cybersecurity clients, improving key metrics by 2x.
- Designed recommendation models for Insurance clients, improving key metrics by 15%.
- Tech: FAISS, Chroma, scikit-learn, Monitoring, SageMaker.

    Skills: Azure, CI/CD, Docker, FAISS, FastAPI, Feature engineering, GCP, MLflow, Model deployment, Monitoring, PyTorch, SageMaker, Vertex AI
    Education: MS in Computer Science"
CAND-1146,Noah Smith,data_analyst,BI Analyst,9,Senior,"San Francisco, CA",No Sponsorship Needed,Cybersecurity,BigQuery;Data modeling;Excel;NumPy;Power BI;Python;SQL;Snowflake,PhD,Statistics,2026-02-09,"Noah Smith — Analytics Engineer
    Location: San Francisco, CA
    Summary: Analytics Engineer with 9 years of experience in Cybersecurity. Strong in BigQuery, Data modeling, Excel, NumPy.

    Experience:
    Wonka Digital (Cybersecurity) — Analytics Engineer
    - Migrated monitoring alerts for Media clients, improving key metrics by 35%.
- Optimized dashboards for Cybersecurity clients, improving key metrics by 15%.
- Designed retrieval pipelines for EdTech clients, improving key metrics by 3x.
- Deployed LLM-powered assistants for Healthcare clients, improving key metrics by 20%.
- Tech: Snowflake, Dashboarding, dbt, Excel, Pandas.

    Skills: BigQuery, Data modeling, Excel, NumPy, Power BI, Python, SQL, Snowflake
    Education: PhD in Statistics"
CAND-1147,Olivia Martinez,frontend,Frontend Engineer,0,Junior,"Seattle, WA",US Citizen,Insurance,Accessibility;CSS;Cypress;Figma;HTML;Next.js;Redux;Tailwind;Testing Library;TypeScript,BS,Information Systems,2025-04-13,"Olivia Martinez — Frontend Engineer
    Location: Seattle, WA
    Summary: Frontend Engineer with 0 years of experience in Insurance. Strong in Accessibility, CSS, Cypress, Figma.

    Experience:
    Wonka Digital (Insurance) — Frontend Engineer
    - Designed experiment frameworks for Cybersecurity clients, improving key metrics by 10%.
- Analyzed experiment frameworks for FinTech clients, improving key metrics by 25%.
- Built data quality checks for EdTech clients, improving key metrics by 20%.
- Built LLM-powered assistants for Insurance clients, improving key metrics by 35%.
- Tech: REST APIs, Figma, Accessibility, Testing Library, Redux.

    Skills: Accessibility, CSS, Cypress, Figma, HTML, Next.js, Redux, Tailwind, Testing Library, TypeScript
    Education: BS in Information Systems"
CAND-1148,Sophia Harris,frontend,UI Engineer,1,Junior,Remote,US Citizen,E-commerce,Accessibility;CSS;Cypress;Figma;JavaScript;Next.js;REST APIs;Redux;Tailwind;Testing Library;TypeScript,BS,Data Science,2025-06-22,"Sophia Harris — Frontend Engineer
    Location: Remote
    Summary: Frontend Engineer with 1 years of experience in E-commerce. Strong in Accessibility, CSS, Cypress, Figma.

    Experience:
    Globex (E-commerce) — Frontend Engineer
    - Designed forecasting pipelines for Healthcare clients, improving key metrics by 50%.
- Optimized LLM-powered assistants for Retail clients, improving key metrics by 3x.
- Automated ETL pipelines for EdTech clients, improving key metrics by 2x.
- Tech: REST APIs, Next.js, JavaScript, Cypress, React.

    Skills: Accessibility, CSS, Cypress, Figma, JavaScript, Next.js, REST APIs, Redux, Tailwind, Testing Library, TypeScript
    Education: BS in Data Science"
CAND-1149,Aria Johnson,data_analyst,BI Analyst,12,Senior,"Seattle, WA",US Citizen,E-commerce,A/B testing;Airflow;Dashboarding;ETL;Excel;Jupyter;Looker;Pandas;PostgreSQL;Python;SQL;Snowflake;Statistics,BS,Statistics,2026-02-07,"Aria Johnson — Data Analyst
    Location: Seattle, WA
    Summary: Data Analyst with 12 years of experience in E-commerce. Strong in A/B testing, Airflow, Dashboarding, ETL.

    Experience:
    Initech (E-commerce) — Data Analyst
    - Delivered API services for Cybersecurity clients, improving key metrics by 15%.
- Implemented fraud detection models for Logistics clients, improving key metrics by 2x.
- Analyzed forecasting pipelines for Insurance clients, improving key metrics by 15%.
- Tech: Looker, Python, Airflow, NumPy, Excel.

    Skills: A/B testing, Airflow, Dashboarding, ETL, Excel, Jupyter, Looker, Pandas, PostgreSQL, Python, SQL, Snowflake, Statistics
    Education: BS in Statistics"
CAND-1150,Ava Martinez,ml_engineer,Applied Scientist,3,Mid,"Chicago, IL",F1 OPT,Healthcare,AWS;FAISS;Kubernetes;MLflow;Model deployment;Monitoring;Python;RAG;SageMaker;TensorFlow;Vector databases;scikit-learn,MS,Mathematics,2025-06-01,"Ava Martinez — Senior ML Engineer
    Location: Chicago, IL
    Summary: Senior ML Engineer with 3 years of experience in Healthcare. Strong in AWS, FAISS, Kubernetes, MLflow.

    Experience:
    Initech (Healthcare) — Senior ML Engineer
    - Built dashboards for Logistics clients, improving key metrics by 3x.
- Optimized LLM-powered assistants for EdTech clients, improving key metrics by 10%.
- Delivered experiment frameworks for FinTech clients, improving key metrics by 25%.
- Designed monitoring alerts for Media clients, improving key metrics by 20%.
- Implemented recommendation models for Cybersecurity clients, improving key metrics by 20%.
- Tech: RAG, scikit-learn, PyTorch, AWS, Monitoring.

    Skills: AWS, FAISS, Kubernetes, MLflow, Model deployment, Monitoring, Python, RAG, SageMaker, TensorFlow, Vector databases, scikit-learn
    Education: MS in Mathematics"
CAND-1151,Zoe Lee,ml_engineer,ML Engineer,12,Senior,"Austin, TX",F1 OPT,EdTech,AWS;Azure;CI/CD;FastAPI;Kubernetes;LangChain;PyTorch;Vertex AI;scikit-learn,Bootcamp,Computer Science,2025-11-28,"Zoe Lee — Senior ML Engineer
    Location: Austin, TX
    Summary: Senior ML Engineer with 12 years of experience in EdTech. Strong in AWS, Azure, CI/CD, FastAPI.

    Experience:
    Wonka Digital (EdTech) — Senior ML Engineer
    - Migrated data quality checks for Cybersecurity clients, improving key metrics by 2x.
- Optimized vector indexes for Logistics clients, improving key metrics by 3x.
- Optimized data quality checks for FinTech clients, improving key metrics by 2x.
- Tech: SageMaker, Pinecone, TensorFlow, GCP, MLflow.

    Skills: AWS, Azure, CI/CD, FastAPI, Kubernetes, LangChain, PyTorch, Vertex AI, scikit-learn
    Education: Bootcamp in Computer Science"
CAND-1152,Rahul Davis,genai,AI Engineer,2,Junior,"New York, NY",US Citizen,Insurance,Azure OpenAI;Chroma;FAISS;FastAPI;Kubernetes;LLMs;LangChain;LangGraph;Pinecone;RAG,Bootcamp,Data Science,2025-07-06,"Rahul Davis — GenAI Engineer
    Location: New York, NY
    Summary: GenAI Engineer with 2 years of experience in Insurance. Strong in Azure OpenAI, Chroma, FAISS, FastAPI.

    Experience:
    Umbrella Health (Insurance) — GenAI Engineer
    - Migrated retrieval pipelines for E-commerce clients, improving key metrics by 50%.
- Delivered dashboards for FinTech clients, improving key metrics by 15%.
- Built forecasting pipelines for Retail clients, improving key metrics by 20%.
- Analyzed LLM-powered assistants for Healthcare clients, improving key metrics by 25%.
- Tech: Guardrails, FastAPI, Pinecone, LLMs, LangChain.

    Skills: Azure OpenAI, Chroma, FAISS, FastAPI, Kubernetes, LLMs, LangChain, LangGraph, Pinecone, RAG
    Education: Bootcamp in Data Science"
CAND-1153,Priya Lee,frontend,Frontend Engineer,2,Junior,"New York, NY",F1 OPT,Logistics,CSS;Figma;HTML;JavaScript;Next.js;React;Redux;Testing Library;TypeScript,Associate,Computer Science,2025-06-18,"Priya Lee — Frontend Engineer
    Location: New York, NY
    Summary: Frontend Engineer with 2 years of experience in Logistics. Strong in CSS, Figma, HTML, JavaScript.

    Experience:
    Hooli (Logistics) — Frontend Engineer
    - Automated vector indexes for FinTech clients, improving key metrics by 25%.
- Designed LLM-powered assistants for Media clients, improving key metrics by 3x.
- Built API services for Logistics clients, improving key metrics by 15%.
- Tech: Accessibility, Cypress, Testing Library, REST APIs, Next.js.

    Skills: CSS, Figma, HTML, JavaScript, Next.js, React, Redux, Testing Library, TypeScript
    Education: Associate in Computer Science"
CAND-1154,Zoe Moore,frontend,Frontend Engineer,0,Junior,"New York, NY",US Citizen,FinTech,Accessibility;CSS;Cypress;JavaScript;React;Redux;Tailwind;TypeScript,Associate,Mathematics,2025-04-29,"Zoe Moore — Frontend Engineer
    Location: New York, NY
    Summary: Frontend Engineer with 0 years of experience in FinTech. Strong in Accessibility, CSS, Cypress, JavaScript.

    Experience:
    Initech (FinTech) — Frontend Engineer
    - Optimized customer segmentation for Cybersecurity clients, improving key metrics by 35%.
- Delivered monitoring alerts for Insurance clients, improving key metrics by 50%.
- Automated data quality checks for Media clients, improving key metrics by 10%.
- Migrated API services for Healthcare clients, improving key metrics by 20%.
- Tech: CSS, REST APIs, Redux, Figma, Testing Library.

    Skills: Accessibility, CSS, Cypress, JavaScript, React, Redux, Tailwind, TypeScript
    Education: Associate in Mathematics"
CAND-1155,Jordan Thomas,backend,Backend Engineer,8,Senior,"San Francisco, CA",Requires Sponsorship,Cybersecurity,AWS;CI/CD;Django;Docker;GCP;Java;Microservices;Node.js;Redis;Spring;Terraform;gRPC,PhD,Computer Science,2025-11-27,"Jordan Thomas — Software Engineer
    Location: San Francisco, CA
    Summary: Software Engineer with 8 years of experience in Cybersecurity. Strong in AWS, CI/CD, Django, Docker.

    Experience:
    Initech (Cybersecurity) — Software Engineer
    - Analyzed vector indexes for Logistics clients, improving key metrics by 20%.
- Migrated vector indexes for Cybersecurity clients, improving key metrics by 2x.
- Automated LLM-powered assistants for FinTech clients, improving key metrics by 25%.
- Tech: Redis, Spring, Node.js, Python, AWS.

    Skills: AWS, CI/CD, Django, Docker, GCP, Java, Microservices, Node.js, Redis, Spring, Terraform, gRPC
    Education: PhD in Computer Science"
CAND-1156,Nandita Thomas,genai,GenAI Engineer,5,Mid,"Seattle, WA",Green Card,EdTech,Azure OpenAI;Docker;Evaluation;FastAPI;Guardrails;Kubernetes;LangGraph;OpenAI API;Pinecone;Prompt engineering;RAG;Vector databases;Vertex AI,PhD,Computer Science,2025-08-14,"Nandita Thomas — LLM Engineer
    Location: Seattle, WA
    Summary: LLM Engineer with 5 years of experience in EdTech. Strong in Azure OpenAI, Docker, Evaluation, FastAPI.

    Experience:
    Wonka Digital (EdTech) — LLM Engineer
    - Delivered recommendation models for E-commerce clients, improving key metrics by 10%.
- Implemented monitoring alerts for E-commerce clients, improving key metrics by 2x.
- Optimized ETL pipelines for EdTech clients, improving key metrics by 20%.
- Tech: Vector databases, Guardrails, LangChain, Chroma, Prompt engineering.

    Skills: Azure OpenAI, Docker, Evaluation, FastAPI, Guardrails, Kubernetes, LangGraph, OpenAI API, Pinecone, Prompt engineering, RAG, Vector databases, Vertex AI
    Education: PhD in Computer Science"
CAND-1157,Liam Thomas,backend,Senior Software Engineer,5,Mid,"New York, NY",US Citizen,E-commerce,Docker;Flask;GCP;Java;Microservices;Node.js;Python;REST APIs;Redis;Spring,PhD,Information Systems,2025-05-07,"Liam Thomas — Senior Software Engineer
    Location: New York, NY
    Summary: Senior Software Engineer with 5 years of experience in E-commerce. Strong in Docker, Flask, GCP, Java.

    Experience:
    Stark Systems (E-commerce) — Senior Software Engineer
    - Deployed forecasting pipelines for E-commerce clients, improving key metrics by 10%.
- Delivered monitoring alerts for EdTech clients, improving key metrics by 25%.
- Designed monitoring alerts for FinTech clients, improving key metrics by 25%.
- Implemented vector indexes for Logistics clients, improving key metrics by 35%.
- Built LLM-powered assistants for Cybersecurity clients, improving key metrics by 50%.
- Tech: Docker, Node.js, Kafka, Java, Redis.

    Skills: Docker, Flask, GCP, Java, Microservices, Node.js, Python, REST APIs, Redis, Spring
    Education: PhD in Information Systems"
CAND-1158,Nandita Lee,data_analyst,Analytics Engineer,12,Senior,"San Francisco, CA",No Sponsorship Needed,Insurance,A/B testing;Airflow;BigQuery;Dashboarding;Excel;Looker;Pandas;Tableau,Associate,Electrical Engineering,2026-01-13,"Nandita Lee — BI Analyst
    Location: San Francisco, CA
    Summary: BI Analyst with 12 years of experience in Insurance. Strong in A/B testing, Airflow, BigQuery, Dashboarding.

    Experience:
    Hooli (Insurance) — BI Analyst
    - Migrated data quality checks for EdTech clients, improving key metrics by 15%.
- Built API services for EdTech clients, improving key metrics by 3x.
- Deployed forecasting pipelines for Insurance clients, improving key metrics by 35%.
- Tech: Pandas, PostgreSQL, Airflow, ETL, Looker.

    Skills: A/B testing, Airflow, BigQuery, Dashboarding, Excel, Looker, Pandas, Tableau
    Education: Associate in Electrical Engineering"
CAND-1159,Priya Johnson,frontend,UI Engineer,9,Senior,"Austin, TX",Green Card,E-commerce,Accessibility;CSS;HTML;JavaScript;Next.js;Redux;Tailwind;Testing Library;TypeScript,PhD,Statistics,2025-05-02,"Priya Johnson — UI Engineer
    Location: Austin, TX
    Summary: UI Engineer with 9 years of experience in E-commerce. Strong in Accessibility, CSS, HTML, JavaScript.

    Experience:
    Initech (E-commerce) — UI Engineer
    - Implemented LLM-powered assistants for Media clients, improving key metrics by 10%.
- Improved dashboards for Logistics clients, improving key metrics by 10%.
- Improved customer segmentation for Insurance clients, improving key metrics by 25%.
- Tech: JavaScript, REST APIs, React, HTML, Cypress.

    Skills: Accessibility, CSS, HTML, JavaScript, Next.js, Redux, Tailwind, Testing Library, TypeScript
    Education: PhD in Statistics"
CAND-1160,Lucas Davis,data_analyst,Data Analyst,2,Junior,"Atlanta, GA",Requires Sponsorship,Insurance,A/B testing;Data visualization;ETL;Excel;NumPy;Pandas;Snowflake;Tableau,Bootcamp,Data Science,2025-02-24,"Lucas Davis — Analytics Engineer
    Location: Atlanta, GA
    Summary: Analytics Engineer with 2 years of experience in Insurance. Strong in A/B testing, Data visualization, ETL, Excel.

    Experience:
    Globex (Insurance) — Analytics Engineer
    - Analyzed monitoring alerts for Logistics clients, improving key metrics by 20%.
- Implemented retrieval pipelines for E-commerce clients, improving key metrics by 20%.
- Automated forecasting pipelines for EdTech clients, improving key metrics by 2x.
- Implemented dashboards for EdTech clients, improving key metrics by 10%.
- Tech: PostgreSQL, Snowflake, Python, ETL, Jupyter.

    Skills: A/B testing, Data visualization, ETL, Excel, NumPy, Pandas, Snowflake, Tableau
    Education: Bootcamp in Data Science"
